DEPTH,Ga,Si,O,C
0.00E+00,0.00E+00,3.43E+07,4.17E+07,9.81E+07
2.00E-01,0.00E+00,1.44E+07,2.28E+07,1.28E+08
4.00E-01,0.00E+00,5.55E+06,1.02E+07,1.46E+08
6.00E-01,1.00E+03,2.61E+06,5.12E+06,1.52E+08
8.00E-01,5.00E+02,1.49E+06,3.03E+06,1.55E+08
1.00E+00,5.00E+02,1.03E+06,2.12E+06,1.57E+08
1.20E+00,0.00E+00,7.40E+05,1.54E+06,1.58E+08
1.40E+00,0.00E+00,5.84E+05,1.23E+06,1.60E+08
1.60E+00,1.00E+03,4.84E+05,9.79E+05,1.61E+08
1.80E+00,1.50E+03,4.01E+05,8.17E+05,1.62E+08
2.00E+00,1.00E+03,3.43E+05,7.14E+05,1.63E+08
2.20E+00,1.50E+03,2.74E+05,5.83E+05,1.65E+08
2.40E+00,1.00E+03,2.62E+05,5.36E+05,1.66E+08
2.60E+00,2.50E+03,2.14E+05,4.86E+05,1.67E+08
2.80E+00,1.50E+03,1.96E+05,4.33E+05,1.69E+08
3.00E+00,3.00E+03,1.98E+05,3.75E+05,1.70E+08
3.20E+00,2.50E+03,1.73E+05,3.48E+05,1.71E+08
3.40E+00,3.50E+03,1.38E+05,3.18E+05,1.74E+08
3.60E+00,6.00E+03,1.31E+05,2.85E+05,1.75E+08
3.80E+00,7.00E+03,1.52E+05,2.77E+05,1.76E+08
4.00E+00,5.50E+03,1.24E+05,2.60E+05,1.78E+08
4.20E+00,6.50E+03,1.14E+05,2.22E+05,1.78E+08
4.40E+00,8.00E+03,1.03E+05,2.24E+05,1.80E+08
4.60E+00,6.00E+03,1.04E+05,1.90E+05,1.82E+08
4.80E+00,8.50E+03,8.30E+04,1.93E+05,1.84E+08
5.00E+00,9.00E+03,9.55E+04,1.95E+05,1.85E+08
5.20E+00,7.50E+03,7.40E+04,1.72E+05,1.87E+08
5.40E+00,9.00E+03,8.50E+04,1.63E+05,1.88E+08
5.60E+00,8.50E+03,8.45E+04,1.53E+05,1.89E+08
5.80E+00,1.10E+04,6.95E+04,1.56E+05,1.90E+08
6.00E+00,2.10E+04,7.35E+04,1.34E+05,1.92E+08
6.20E+00,1.60E+04,6.30E+04,1.34E+05,1.94E+08
6.40E+00,2.00E+04,6.25E+04,1.27E+05,1.95E+08
6.60E+00,2.00E+04,6.70E+04,1.10E+05,1.97E+08
6.80E+00,1.80E+04,4.90E+04,1.26E+05,1.98E+08
7.00E+00,1.75E+04,5.95E+04,1.17E+05,2.00E+08
7.20E+00,1.75E+04,5.10E+04,1.12E+05,2.01E+08
7.40E+00,2.00E+04,4.90E+04,1.05E+05,2.02E+08
7.60E+00,2.65E+04,5.30E+04,1.05E+05,2.03E+08
7.80E+00,2.95E+04,5.45E+04,8.70E+04,2.05E+08
8.00E+00,2.55E+04,4.10E+04,8.75E+04,2.06E+08
8.20E+00,3.20E+04,4.45E+04,8.85E+04,2.08E+08
8.40E+00,3.45E+04,4.00E+04,8.85E+04,2.09E+08
8.60E+00,2.65E+04,3.80E+04,7.80E+04,2.10E+08
8.80E+00,2.65E+04,3.00E+04,7.75E+04,2.11E+08
9.00E+00,3.30E+04,4.25E+04,7.50E+04,2.13E+08
9.20E+00,4.15E+04,3.85E+04,7.80E+04,2.14E+08
9.40E+00,4.60E+04,4.00E+04,7.40E+04,2.15E+08
9.60E+00,4.30E+04,3.90E+04,7.30E+04,2.17E+08
9.80E+00,5.05E+04,3.05E+04,5.25E+04,2.17E+08
1.00E+01,4.35E+04,3.70E+04,7.25E+04,2.18E+08
1.02E+01,4.90E+04,3.05E+04,5.85E+04,2.20E+08
1.04E+01,6.15E+04,2.35E+04,6.15E+04,2.21E+08
1.06E+01,5.60E+04,2.35E+04,6.25E+04,2.22E+08
1.08E+01,5.65E+04,2.90E+04,6.45E+04,2.23E+08
1.10E+01,6.95E+04,2.55E+04,5.45E+04,2.24E+08
1.12E+01,8.00E+04,2.80E+04,5.95E+04,2.25E+08
1.14E+01,7.95E+04,3.25E+04,4.65E+04,2.26E+08
1.16E+01,7.40E+04,3.10E+04,5.65E+04,2.26E+08
1.18E+01,7.45E+04,2.55E+04,5.60E+04,2.27E+08
1.20E+01,9.10E+04,2.20E+04,4.80E+04,2.28E+08
1.22E+01,8.40E+04,2.10E+04,5.40E+04,2.30E+08
1.24E+01,8.95E+04,1.60E+04,4.85E+04,2.30E+08
1.26E+01,1.07E+05,2.55E+04,4.95E+04,2.30E+08
1.28E+01,1.23E+05,2.15E+04,4.20E+04,2.30E+08
1.30E+01,1.25E+05,2.40E+04,4.50E+04,2.30E+08
1.32E+01,1.25E+05,1.80E+04,4.10E+04,2.30E+08
1.34E+01,1.27E+05,2.10E+04,4.45E+04,2.30E+08
1.36E+01,1.33E+05,1.80E+04,3.45E+04,2.29E+08
1.38E+01,1.46E+05,1.95E+04,4.00E+04,2.28E+08
1.40E+01,1.44E+05,2.15E+04,3.95E+04,2.24E+08
1.42E+01,1.45E+05,2.05E+04,3.55E+04,2.18E+08
1.44E+01,1.76E+05,1.90E+04,3.50E+04,2.08E+08
1.46E+01,1.67E+05,2.10E+04,2.75E+04,1.89E+08
1.48E+01,1.61E+05,1.75E+04,3.00E+04,1.43E+08
