DEPTH_0,Ga,Sn,C,DEPTH
2.04E+02,1.61E-01,3.29E-01,1.01E+00,4.00E-01
2.10E+02,1.90E-01,0.00E+00,1.38E+00,1.00E+00
2.16E+02,1.79E-01,0.00E+00,1.14E+00,1.60E+00
2.22E+02,1.69E-01,0.00E+00,9.81E-01,2.20E+00
2.28E+02,1.59E-01,0.00E+00,8.76E-01,2.80E+00
2.34E+02,1.50E-01,0.00E+00,8.00E-01,3.40E+00
2.40E+02,1.39E-01,0.00E+00,7.34E-01,4.00E+00
2.46E+02,1.29E-01,0.00E+00,6.78E-01,4.60E+00
2.52E+02,1.19E-01,0.00E+00,6.24E-01,5.20E+00
2.58E+02,1.08E-01,0.00E+00,5.72E-01,5.80E+00
2.64E+02,9.74E-02,0.00E+00,5.19E-01,6.40E+00
2.70E+02,8.69E-02,0.00E+00,4.69E-01,7.00E+00
2.76E+02,7.64E-02,0.00E+00,4.19E-01,7.60E+00
2.82E+02,6.65E-02,0.00E+00,3.68E-01,8.20E+00
2.88E+02,5.73E-02,0.00E+00,3.23E-01,8.80E+00
2.94E+02,4.80E-02,0.00E+00,2.78E-01,9.40E+00
3.00E+02,4.04E-02,0.00E+00,2.38E-01,1.00E+01
3.06E+02,3.34E-02,0.00E+00,2.03E-01,1.06E+01
3.12E+02,2.71E-02,0.00E+00,1.69E-01,1.12E+01
3.18E+02,2.19E-02,0.00E+00,1.40E-01,1.18E+01
3.24E+02,1.73E-02,0.00E+00,1.18E-01,1.24E+01
3.30E+02,1.34E-02,0.00E+00,9.48E-02,1.30E+01
3.36E+02,1.01E-02,0.00E+00,7.52E-02,1.36E+01
3.42E+02,7.67E-03,0.00E+00,5.93E-02,1.42E+01
3.48E+02,5.88E-03,0.00E+00,4.75E-02,1.48E+01
3.54E+02,4.35E-03,0.00E+00,3.72E-02,1.54E+01
3.60E+02,3.21E-03,0.00E+00,2.95E-02,1.60E+01
3.66E+02,2.25E-03,0.00E+00,2.30E-02,1.66E+01
3.72E+02,1.58E-03,0.00E+00,1.78E-02,1.72E+01
3.78E+02,1.02E-03,0.00E+00,1.38E-02,1.78E+01
3.84E+02,6.27E-04,0.00E+00,1.03E-02,1.84E+01
3.90E+02,4.40E-04,0.00E+00,8.34E-03,1.90E+01
3.96E+02,3.00E-04,0.00E+00,6.36E-03,1.96E+01
4.02E+02,1.80E-04,0.00E+00,4.86E-03,2.02E+01
4.08E+02,1.37E-04,0.00E+00,3.99E-03,2.08E+01
4.14E+02,7.33E-05,0.00E+00,3.19E-03,2.14E+01
4.20E+02,4.67E-05,0.00E+00,2.38E-03,2.20E+01
4.26E+02,1.83E-05,0.00E+00,2.01E-03,2.26E+01
4.32E+02,6.67E-06,0.00E+00,1.39E-03,2.32E+01
4.38E+02,5.00E-06,0.00E+00,1.01E-03,2.38E+01
4.44E+02,1.67E-06,0.00E+00,9.45E-04,2.44E+01
4.50E+02,0.00E+00,0.00E+00,6.82E-04,2.50E+01
4.56E+02,0.00E+00,0.00E+00,5.03E-04,2.56E+01
4.62E+02,0.00E+00,0.00E+00,3.48E-04,2.62E+01
4.68E+02,0.00E+00,0.00E+00,2.32E-04,2.68E+01
4.74E+02,0.00E+00,0.00E+00,1.22E-04,2.74E+01
4.80E+02,0.00E+00,0.00E+00,1.30E-04,2.80E+01
4.86E+02,0.00E+00,0.00E+00,9.67E-05,2.86E+01
4.92E+02,0.00E+00,0.00E+00,7.67E-05,2.92E+01
4.98E+02,0.00E+00,0.00E+00,5.50E-05,2.98E+01
5.04E+02,0.00E+00,0.00E+00,1.83E-05,3.04E+01
5.10E+02,0.00E+00,0.00E+00,1.83E-05,3.10E+01
5.16E+02,0.00E+00,0.00E+00,1.17E-05,3.16E+01
5.22E+02,0.00E+00,0.00E+00,6.67E-06,3.22E+01
5.28E+02,0.00E+00,0.00E+00,8.33E-06,3.28E+01
5.34E+02,0.00E+00,0.00E+00,1.67E-05,3.34E+01
5.40E+02,0.00E+00,0.00E+00,1.00E-05,3.40E+01
5.46E+02,0.00E+00,0.00E+00,3.33E-06,3.46E+01
5.52E+02,0.00E+00,0.00E+00,0.00E+00,3.52E+01
5.58E+02,0.00E+00,0.00E+00,0.00E+00,3.58E+01
5.64E+02,0.00E+00,0.00E+00,0.00E+00,3.64E+01
5.70E+02,0.00E+00,0.00E+00,0.00E+00,3.70E+01
5.76E+02,0.00E+00,0.00E+00,0.00E+00,3.76E+01
5.82E+02,0.00E+00,0.00E+00,0.00E+00,3.82E+01
5.88E+02,0.00E+00,0.00E+00,0.00E+00,3.88E+01
5.94E+02,0.00E+00,0.00E+00,0.00E+00,3.94E+01
6.00E+02,0.00E+00,0.00E+00,0.00E+00,4.00E+01
