DEPTH_0,Ga,Sn,C,DEPTH
5.00E+01,4.90E+04,9.88E+07,1.37E+07,0.00E+00
5.20E+01,7.20E+04,3.91E+07,1.51E+08,2.00E-01
5.40E+01,7.55E+04,4.40E+07,2.04E+08,4.00E-01
5.60E+01,8.30E+04,4.57E+07,2.40E+08,6.00E-01
5.80E+01,1.08E+05,4.29E+07,2.56E+08,8.00E-01
6.00E+01,1.23E+05,3.68E+07,2.58E+08,1.00E+00
6.20E+01,1.38E+05,2.89E+07,2.53E+08,1.20E+00
6.40E+01,1.32E+05,2.07E+07,2.48E+08,1.40E+00
6.60E+01,1.41E+05,1.47E+07,2.43E+08,1.60E+00
6.80E+01,1.46E+05,1.02E+07,2.38E+08,1.80E+00
7.00E+01,1.82E+05,7.58E+06,2.34E+08,2.00E+00
7.20E+01,1.59E+05,5.74E+06,2.30E+08,2.20E+00
7.40E+01,1.67E+05,4.41E+06,2.27E+08,2.40E+00
7.60E+01,1.61E+05,3.55E+06,2.23E+08,2.60E+00
7.80E+01,1.93E+05,2.81E+06,2.22E+08,2.80E+00
8.00E+01,1.97E+05,2.28E+06,2.19E+08,3.00E+00
8.20E+01,1.94E+05,1.81E+06,2.18E+08,3.20E+00
8.40E+01,1.82E+05,1.54E+06,2.16E+08,3.40E+00
8.60E+01,2.07E+05,1.32E+06,2.15E+08,3.60E+00
8.80E+01,2.06E+05,1.09E+06,2.15E+08,3.80E+00
9.00E+01,2.17E+05,9.54E+05,2.15E+08,4.00E+00
9.20E+01,2.31E+05,8.21E+05,2.14E+08,4.20E+00
9.40E+01,2.41E+05,7.03E+05,2.13E+08,4.40E+00
9.60E+01,2.39E+05,6.05E+05,2.13E+08,4.60E+00
9.80E+01,2.54E+05,5.47E+05,2.12E+08,4.80E+00
1.00E+02,2.43E+05,4.94E+05,2.12E+08,5.00E+00
1.02E+02,2.50E+05,4.30E+05,2.11E+08,5.20E+00
1.04E+02,2.84E+05,3.63E+05,2.12E+08,5.40E+00
1.06E+02,2.64E+05,3.09E+05,2.12E+08,5.60E+00
1.08E+02,2.80E+05,2.90E+05,2.11E+08,5.80E+00
1.10E+02,2.69E+05,2.77E+05,2.11E+08,6.00E+00
1.12E+02,3.04E+05,2.53E+05,2.11E+08,6.20E+00
1.14E+02,3.06E+05,2.12E+05,2.10E+08,6.40E+00
1.16E+02,3.02E+05,1.79E+05,2.10E+08,6.60E+00
1.18E+02,3.49E+05,1.59E+05,2.10E+08,6.80E+00
1.20E+02,3.33E+05,1.49E+05,2.09E+08,7.00E+00
1.22E+02,3.68E+05,1.32E+05,2.09E+08,7.20E+00
1.24E+02,3.88E+05,1.18E+05,2.07E+08,7.40E+00
1.26E+02,4.06E+05,1.05E+05,2.06E+08,7.60E+00
1.28E+02,4.24E+05,1.03E+05,2.05E+08,7.80E+00
1.30E+02,4.61E+05,8.05E+04,2.03E+08,8.00E+00
1.32E+02,4.44E+05,7.40E+04,2.02E+08,8.20E+00
1.34E+02,4.96E+05,7.10E+04,2.00E+08,8.40E+00
1.36E+02,5.06E+05,5.60E+04,1.99E+08,8.60E+00
1.38E+02,5.47E+05,3.60E+04,1.98E+08,8.80E+00
1.40E+02,5.68E+05,3.65E+04,1.95E+08,9.00E+00
1.42E+02,6.15E+05,2.25E+04,1.92E+08,9.20E+00
1.44E+02,6.37E+05,2.60E+04,1.90E+08,9.40E+00
1.46E+02,6.45E+05,2.70E+04,1.88E+08,9.60E+00
1.48E+02,6.53E+05,1.55E+04,1.85E+08,9.80E+00
1.50E+02,6.87E+05,1.45E+04,1.81E+08,1.00E+01
1.52E+02,7.03E+05,1.15E+04,1.78E+08,1.02E+01
1.54E+02,6.83E+05,8.00E+03,1.75E+08,1.04E+01
1.56E+02,7.24E+05,1.05E+04,1.71E+08,1.06E+01
1.58E+02,7.64E+05,6.00E+03,1.67E+08,1.08E+01
1.60E+02,7.52E+05,2.00E+03,1.64E+08,1.10E+01
1.62E+02,8.00E+05,4.00E+03,1.59E+08,1.12E+01
1.64E+02,8.33E+05,4.50E+03,1.56E+08,1.14E+01
1.66E+02,7.91E+05,2.50E+03,1.51E+08,1.16E+01
1.68E+02,8.55E+05,5.00E+02,1.47E+08,1.18E+01
1.70E+02,8.26E+05,0.00E+00,1.43E+08,1.20E+01
1.72E+02,8.09E+05,0.00E+00,1.39E+08,1.22E+01
1.74E+02,8.11E+05,1.50E+03,1.35E+08,1.24E+01
1.76E+02,8.19E+05,5.00E+02,1.30E+08,1.26E+01
1.78E+02,8.52E+05,5.00E+02,1.26E+08,1.28E+01
1.80E+02,8.18E+05,0.00E+00,1.22E+08,1.30E+01
1.82E+02,8.33E+05,5.00E+02,1.17E+08,1.32E+01
1.84E+02,8.08E+05,5.00E+02,1.13E+08,1.34E+01
1.86E+02,7.55E+05,0.00E+00,1.08E+08,1.36E+01
1.88E+02,7.99E+05,5.00E+02,1.04E+08,1.38E+01
1.90E+02,7.75E+05,0.00E+00,9.96E+07,1.40E+01
1.92E+02,7.38E+05,0.00E+00,9.48E+07,1.42E+01
1.94E+02,7.50E+05,0.00E+00,8.94E+07,1.44E+01
1.96E+02,7.70E+05,0.00E+00,8.40E+07,1.46E+01
1.98E+02,7.10E+05,0.00E+00,7.52E+07,1.48E+01
2.00E+02,6.74E+05,0.00E+00,5.81E+07,1.50E+01
